state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
CA,aca23473-3709-44ff-a221-2361af5269dc,Chula Vista Mayor,,locality,,,,Chula Vista city,,ocd-division/country:us/state:ca/place:chula_vista,Chula Vista city,10bf4b6c-7cd2-44d8-bb7c-595914a95981,Mary Casillas Salas,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,CA
CA,258e6509-1d08-4e6c-8fa2-7347ef76b548,Chula Vista City Attorney,,locality,,,,Chula Vista city,,ocd-division/country:us/state:ca/place:chula_vista,Chula Vista city,eeba4d7f-6f24-4a00-8c24-6028e7618de7,Glen Googins,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,04296c70-6cf2-44b3-ab2b-f00eb098645b,Chula Vista City Council Member,District 1,locality,,,,Chula Vista city,,ocd-division/country:us/state:ca/place:chula_vista/council_district:1,Chula Vista Council District 1,cae3c2f5-f43c-4077-b678-3ea1533e2068,John McCann,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,50748f15-aaf3-4ef0-a726-b54bf7d9ca1d,Fremont City Council Member,At-Large,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont,Fremont city,74a0e302-197c-4085-a4ce-28cd2304f305,Raj Salwan,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,37928a6c-acaa-44b3-81eb-bcdc6a43b49c,Fremont City Council Member,District 1,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont/council_district:1,Fremont City Council District 1,a9ff1def-bd62-4fab-9055-f06e59e8e2f1,Teresa Keng,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Female,City,1,CA
CA,6fdc81ac-cc89-4e3f-a377-9cec05d65e16,Fremont City Council Member,District 4,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont/council_district:4,Fremont City Council District 4,5c96a8e7-13f7-4b2d-a863-ff7fff928987,Yang Shao,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,c684fc6f-662f-4c2b-b8b1-9c0c23dacd14,Fremont Mayor,,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont,Fremont city,dbf7c86e-ec10-4cdb-bfda-204e88b32b93,Lily Mei,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Female,City,1,CA
CA,34f8c946-fe7a-42e9-9c21-6cddda642cc3,Fremont City Council Member,At-Large,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont,Fremont city,e9412f60-2271-426c-9288-10217272fc46,Vinnie Bacon,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,8a517e96-f22f-42f7-b5bb-3814b4398c75,Fremont City Council Member,District 2,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont/council_district:2,Fremont City Council District 2,e7148133-f918-499d-94d0-a5e6381501c9,Rick Jones,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,e0b4fcaa-8c49-462d-8f62-bb281d393be7,Fremont City Council Member,District 3,locality,,,,Fremont city,,ocd-division/country:us/state:ca/place:fremont/council_district:3,Fremont City Council District 3,b2e51fde-46b3-4c33-9e38-0728318da49e,Jenny Kassan,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,5cf59039-5438-40db-b7d2-158a27b6c0eb,Fresno City Council Member,District 1,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:1,Fresno City Council District 1,c89b3385-5b4f-45c4-9171-45aaa896daca,Esmeralda Soria,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,CA
CA,9fa1b81c-eaa2-4663-adf7-7ff3c08fbc1b,Fresno City Council Member,District 3,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:3,Fresno City Council District 3,e4c7e129-451e-4720-88cf-ce1b506b6db1,Miguel Arias,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,a3812029-ec02-4237-b5b4-647cfb837122,Fresno City Council Member,District 5,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:5,Fresno City Council District 5,d6b755f3-f2c3-4774-87ce-36f54ea190b7,Luis Chavez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,2e198bd3-79d0-4f80-862b-09c03a30a7e4,Fresno City Council Member,District 7,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:7,Fresno City Council District 7,165f3ebe-f4b3-4f46-8b53-8f3b907b552e,Nelson Esparza,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,37e45ae5-09a7-40ee-b12c-337aebda0310,Fresno City Council Member,District 2,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:2,Fresno City Council District 2,376eea2d-b5bb-4e9f-bc10-badc6084a212,Mike Karbassi,Nonpartisan,Independent,Non-White,Other,Male,City,1,CA
CA,7477014e-63fa-4c16-bbda-4f4e3a2884de,Fresno City Council Member,District 4,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:4,Fresno City Council District 4,06a4b579-9b0e-49c1-8a19-963458d9a756,Paul Caprioglio,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,4ed0ae8c-1c8d-4b4e-bcf6-15c9e16e7694,Fresno City Council Member,District 6,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno/council_district:6,Fresno City Council District 6,8079a83f-85d3-4b3e-a3ee-cfd9e6bce0a6,Garry Bredefeld,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,273342a4-5934-4652-8cc0-84e59bbdfeb6,Fresno Mayor,,locality,,,,Fresno city,,ocd-division/country:us/state:ca/place:fresno,Fresno city,1999c20d-17d9-4b10-a22b-8c1976ff9ee4,Lee Brand,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,27411241-b621-4b44-bf9e-79e41e50ea71,Irvine City Council Member,,locality,,,,Irvine city,,ocd-division/country:us/state:ca/place:irvine,Irvine city,bb91aabd-e7eb-4ca6-871a-8ae5297e3190,Farrh N. Khan,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Female,City,1,CA
CA,22a3e799-5286-4801-8f19-45780f25243a,Irvine City Council Member,,locality,,,,Irvine city,,ocd-division/country:us/state:ca/place:irvine,Irvine city,bae3144a-9cf4-4713-bd7f-9ac06e09be94,Anthony Kuo,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,236577b7-361c-4bec-81b9-cc1ee30e4c73,Irvine City Council Member,,locality,,,,Irvine city,,ocd-division/country:us/state:ca/place:irvine,Irvine city,97ef1c36-1fb5-4884-822a-abb2c176d6f7,Melissa Fox,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,b0e6ccea-1797-4829-87ee-11bf419d532c,Irvine City Council Member,,locality,,,,Irvine city,,ocd-division/country:us/state:ca/place:irvine,Irvine city,660997ef-a738-48ba-9b3d-797055d2f5f7,Michael C. Carroll,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,0adcf4aa-8e2e-46c4-a9f0-7fcd8c4f9f30,Irvine Mayor,,locality,,,,Irvine city,,ocd-division/country:us/state:ca/place:irvine,Irvine city,79dd78c8-5ddb-49b6-ace9-7c5c5b1776b2,Christina L. Shea,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,bf5de4ff-85a4-41f3-a706-19d88bd13dd5,Long Beach City Council Member,District 6,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:6,Long Beach City Council District 6,c6b02309-cfbe-4517-a907-c25d255160b0,Dee Andrews,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,17f47064-07b8-4f9c-b886-5a67730b88c6,Long Beach City Council Member,District 8,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:8,Long Beach City Council District 8,d9afd5dd-a0aa-4418-820b-229c6a873a4e,Al Austin II,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,87fd0a9a-3d39-480b-a3cd-1ff451b1188e,Long Beach City Council Member,District 9,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:9,Long Beach City Council District 9,4307a863-ed2e-4488-a1f2-30c39f01da43,Rex Richardson,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,d95971cd-76bb-4d3e-93ca-25261105bd2d,Long Beach City Council Member,District 1,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:1,Long Beach City Council District 1,fe7abb73-b94a-46bf-b2a2-c8d70b472509,Mary Zendejas,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,CA
CA,e51dc1ad-321e-4a87-b1b6-2673dbe2e5b2,Long Beach City Council Member,District 7,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:7,Long Beach City Council District 7,7fdd02e2-82c6-4f9b-80ed-b25b5d95276c,Roberto Uranga,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,5966d816-e00f-4436-84af-ff9f9645a454,Long Beach Mayor,,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach,Long Beach city,98b27480-f9f4-462e-8241-9dba15096e43,Robert Garcia,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,779056d0-a953-4689-9f34-b01a60ec3e9c,Long Beach City Attorney,,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach,Long Beach city,fb175f93-a098-41dc-80be-f20718138c27,Charles Parkin,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,7cc62160-da48-45f2-9a0b-fdefa7544163,Long Beach City Auditor,,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach,Long Beach city,612ebd7d-13ba-41d8-802b-0945092f9f5b,Laura L. Doud,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,5b829a26-5d85-4491-afcd-40dd7b73e11e,Long Beach City Council Member,District 2,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:2,Long Beach City Council District 2,669dd3f0-8d2c-4015-8d07-92f731338278,Jeannine Pearce,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,6c247745-9d24-4476-b73c-9126e2097070,Long Beach City Council Member,District 3,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:3,Long Beach City Council District 3,1adcdb54-9bca-4473-9bf6-e271cec51054,Suzie Price,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,8ee82354-e201-410d-bca1-5614814724c5,Long Beach City Council Member,District 4,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:4,Long Beach City Council District 4,949f8c15-7b78-42ae-ac58-4e526a01d2ed,Daryl Supernaw,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,1d34bc3d-97b1-4417-bb3d-8000c91ebaf3,Long Beach City Council Member,District 5,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach/council_district:5,Long Beach City Council District 5,e3b799f2-83aa-46ab-94f1-5c2efa9f6995,Stacy Mungo,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,65a0e086-b4cc-4ba0-a24a-9a0d6f108a87,Long Beach City Prosecutor,,locality,,,,Long Beach city,,ocd-division/country:us/state:ca/place:long_beach,Long Beach city,a8620e38-6707-454b-a7d8-0dd3ac4fa6d9,Doug Haubert,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,7433b371-0678-457c-8070-a0ab39429fcc,Los Angeles City Council Member,District 10,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:10,Los Angeles City Council District 10,21b05999-e5a3-411f-b9ec-560b29edd99e,Herb Wesson,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,6e5236c9-2584-4b90-8157-497a3739eb2b,Los Angeles City Council Member,District 8,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:8,Los Angeles City Council District 8,e9925fd6-2af6-47c7-ad9e-f1be853c6a59,Marqueece Harris-Dawson,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,08b0bea1-5a6e-4b63-9caf-bc0ac29f8aa3,Los Angeles City Council Member,District 9,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:9,Los Angeles City Council District 9,0f2ee3cd-82cf-42e9-b894-13300fe2a344,"Curren D. Price, Jr.",Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,95d0053e-2b2d-4d31-bb18-4402538c0370,Los Angeles City Council Member,District 13,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:13,Los Angeles City Council District 13,1e9cc4ff-5b43-467f-9e86-8159c38b308b,Mitch O'Farrell,Nonpartisan,Independent,Non-White,American Indian or Alaska Native,Male,City,1,CA
CA,be1a1140-94cb-46ad-95db-dae91e745629,Los Angeles City Council Member,District 12,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:12,Los Angeles City Council District 12,2c99f8d1-e67f-43b8-90be-6241b68914c9,John Lee,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,e95f9c95-125c-465d-a2df-8cb91f6de5da,Los Angeles City Council Member,District 4,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:4,Los Angeles City Council District 4,59442003-e8fb-4101-ad1e-a9040191246c,David E. Ryu,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,4067017d-6790-42b3-8098-6758378e4b95,Los Angeles City Council Member,District 1,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:1,Los Angeles City Council District 1,1ebc3656-c61d-48ed-8907-ecc4169219a5,Gil Cedillo,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,ba0ebfa5-85a2-42e6-b755-9f979afb96bb,Los Angeles City Council Member,District 14,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:14,Los Angeles City Council District 14,c7d5a16d-c72d-4086-8230-d22371ee9337,Jose Huizar,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,db510c6c-bbab-47d7-b36d-572e75872b39,Los Angeles City Council Member,District 6,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:6,Los Angeles City Council District 6,eb7ec4ef-3cdf-4ec5-aba4-0dc3d3f524ac,Nury Martinez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,CA
CA,c7fdd360-6bf7-4653-8371-5f3dea7d67e2,Los Angeles City Council Member,District 7,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:7,Los Angeles City Council District 7,8f07ebb2-6460-4154-814e-d99721295434,Monica Rodriguez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,CA
CA,1a698bfa-0df5-45af-8bc1-57eb9c7b25c7,Los Angeles Mayor,,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles,Los Angeles city,4b0e6584-d012-49c3-85d1-6de13400fcda,Eric Garcetti,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,48155acc-64b2-4577-b260-4d1a0c2acd15,Los Angeles City Attorney,,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles,Los Angeles city,0ecdbd5e-46c2-483a-b163-1ddad1688718,Mike Feuer,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,be6fb6fe-859f-4cd9-9a52-935d60c5761f,Los Angeles City Controller,,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles,Los Angeles city,919280d1-da73-40d6-893b-4b32cae7d0dc,Ron Galperin,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,388cf29d-9a28-4de4-ae1c-cf29b6364a08,Los Angeles City Council Member,District 11,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:11,Los Angeles City Council District 11,05e77c9d-c6c0-4e68-af19-27a08c4d9e22,Mike Bonin,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,f9e195b4-2982-4a25-bd8d-f81bd87f85ec,Los Angeles City Council Member,District 15,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:15,Los Angeles City Council District 15,64dcc723-4a7e-460e-a91d-d1a1025385e7,Joe Buscaino,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,c18fb3be-61d7-4c7f-80c0-77f675a1e825,Los Angeles City Council Member,District 2,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:2,Los Angeles City Council District 2,0d79bf6e-bb7b-49e0-954f-9b468598f3bb,Paul Krekorian,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,e0122eb1-0644-4e90-ba29-b117dcdfa11d,Los Angeles City Council Member,District 3,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:3,Los Angeles City Council District 3,3329c958-2704-481d-829f-33ca17550203,Bob Blumenfield,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,90e39cf7-ff3c-4d47-8746-acd4e6c801f4,Los Angeles City Council Member,District 5,locality,,,,Los Angeles city,,ocd-division/country:us/state:ca/place:los_angeles/council_district:5,Los Angeles City Council District 5,1f73352e-a5d7-4272-8a55-52837e2fa12c,Paul Koretz,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,119a9d42-4782-40a1-aa35-2c93a7b1aa5a,Modesto City Council Member,District 1,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:1,Modesto City Council District 1,9007e408-65d2-4420-a667-a8f43d5611f1,Mani Grewal,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Male,City,1,CA
CA,d5e88b8f-faaa-4ba8-b063-baa30a0c4c9b,Modesto City Council Member,District 2,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:2,Modesto City Council District 2,4333b186-a84e-40b8-8c1c-1a3082e92c24,Tony Madrigal,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,84cef666-b047-403f-a9c8-be4dcc7d66a0,Modesto City Council Member,District 3,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:3,Modesto City Council District 3,8ff0f4be-1e27-4e9d-8963-5430e151b322,Kristi Ah You,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,a1ed351d-ce48-4825-8a14-6083438792bd,Modesto City Council Member,District 4,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:4,Modesto City Council District 4,eb5dc051-33ef-4c19-8ed2-70c83b5a3079,Bill Zoslocki,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,20f81ab6-9d70-4687-bc68-1c8dbef52e42,Modesto City Council Member,District 5,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:5,Modesto City Council District 5,681decf8-9b65-407e-8bb6-c019cc64ea95,Jenny Kenoyer,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,687c6a4a-c761-46df-95e2-5d9d683862d3,Modesto City Council Member,District 6,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto/council_district:6,Modesto City Council District 6,0aa01f1c-8082-4c29-8570-2515182e5c15,Douglas Ridenour,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,51458c45-3b52-44d7-b64c-c1e84ce0b53e,Modesto Mayor,,locality,,,,Modesto city,,ocd-division/country:us/state:ca/place:modesto,Modesto city,3d7fe087-b816-434c-8b7a-a854ebbb3adb,Ted Brandvold,Nonpartisan,Independent,White,White,Male,City,1,CA
CA,166c0245-6f5e-4388-9177-aced8d19d19c,Oakland City Attorney,,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland,Oakland city,795a2369-2e87-4ff9-b45f-d52932303932,Barbara J. Parker,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,CA
CA,5695fff5-3caf-4bd0-8efb-ffd1f2ccc5c3,Oakland City Council Member,District 3,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:3,Oakland City Council District 3,ce71a169-e454-438b-90ca-c5da3f92ea7d,Lynette Gibson McElhaney,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,CA
CA,fd729e6f-0cca-4254-b834-096e49b40519,Oakland City Council Member,District 6,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:6,Oakland City Council District 6,67eca5b0-aeaa-4b2b-a691-e87186accb4f,Loren Taylor,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,8ff32381-fbd1-42e8-815f-8769fbe05971,Oakland City Council Member,District 7,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:7,Oakland City Council District 7,7a46d43c-c08d-465e-b615-b80c33efd610,Larry Reid,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,CA
CA,7179d8a2-7af8-4db6-8899-f544469feeae,Oakland City Council Member,District 2,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:2,Oakland City Council District 2,ae6e2683-db86-4fd6-a202-be320e3f7cba,Nikki Fortunato Bas,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Female,City,1,CA
CA,7a291281-b2c3-4cbc-acb0-614f05a620ac,Oakland City Council Member,District 4,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:4,Oakland City Council District 4,b27bb9b6-b2fd-4fe0-9325-3ddf16857206,Sheng Thao,Nonpartisan,Independent,Non-White,Asian American or Pacific Islander,Female,City,1,CA
CA,45e424b5-9d63-44b8-9149-35d88f577b8b,Oakland City Council Member,District 5,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland/council_district:5,Oakland City Council District 5,aeded61f-d9d1-413f-9d5d-d7e59b4a2f9d,Noel Gallo,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,CA
CA,3e887472-3a23-4ca9-bff6-8471921b9067,Oakland City Auditor,,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland,Oakland city,63e562e1-5674-41b4-83f0-5e0f445b9fda,Courtney Ruby,Nonpartisan,Independent,White,White,Female,City,1,CA
CA,d825057a-4de8-4e52-860c-d5b90a9a9f32,Oakland City Council Member,At-Large,locality,,,,Oakland city,,ocd-division/country:us/state:ca/place:oakland,Oakland city,848b3f88-6ced-4e6c-95c4-920918b89738,Rebecca Kaplan,Nonpartisan,Independent,White,White,Female,City,1,CA
